question,choices,answer_key,cot_response,predicted
Where can many merchants have their stores under one roof?,"['supermarket', 'store', 'mall', 'market', 'shopping center']",C,"A: The answer must be a place where many stores are under one roof. Of the above choices, mall, shopping center, and market all have many stores under one roof. So the answer is (c).",C
Where is a copy machine likely to be?,"['barn', 'office', 'assembly line', 'museum', 'kitchen']",B,"A: The answer must be a place where people might use a copy machine. Of the above choices, only office makes sense. So the answer is (b).",B
What will happen if you get warm too much?,"['feelin guilty', 'sleep', 'sweating', 'feel more comfortable', 'cuddle']",C,"A: The answer should be a natural, and most comfortable, feeling of getting too warm. Of the above choices, sweating is the most natural. So the answer is (c).",C
"A skateboard can have a steep learning curve, but once the basics are mastered you can what?","['relax', 'teenager', 'freedom', 'have fun', 'give up']",D,"A: The answer should be something you can do once you'd mastered the basics of something. Of the above choices, the closest answer is have fun. So the answer is (d).",D
Where can you can enjoy music in public ?,"['theatre', 'elevator', 'opera', 'cassettes', 'store']",A,"(a) all of the above
A: The answer should be a place where music is public. Of the above choices, all of the above can have music in public. So the answer is (a).",A
Where would you get sports equipment if you do not have any?,"['sporting goods store', 'sears', 'pool', 'sporting event', 'school']",A,"A: The answer must be a place that would have sports equipment for you to get. Of the above choices, sporting goods store is the most place to get sports equipment. So the answer is (a).",A
What is everyones goal for having sex long?,"['sell beer', 'wonderful thing', 'herpes', 'cost money', 'last hour']",E,"A: The answer should be a goal people might have for having sex. Of the above choices, the closest is (e) last hour. So the answer is (e).",E
"A human is hitch hiking near Hoboken, where is he?","['new jersey', 'homes', 'department store', 'near italy', 'new orleans']",A,"A: The answer must be a place where someone might hitch a hitch. Of the above choices, only new jersey is a place where someone might hitch a hitch. So the answer is (a).",A
Where do people drive on the left on a motorway?,"['england', 'europe', 'new jersey', 'city', 'a river']",A,"A: The answer must be a place where people drive on the left. Of the above choices, only england is a place where people drive on the left. So the answer is (a).",A
"Sally didn't know what she planned to do.  She was going to remodel her front garden, but she couldn't because of zoning rules.  Such was the perils of living where?","['outside of house', 'urban area', 'town hall', 'front yard', 'michigan']",B,"A: The answer must be a place where zoning rules are a lot. Of the above choices, urban areas are most know for zoning rules. So the answer is (b).",B
"His favorite general store had most things, and if it didn't it was conveniently located with other shops in the what?","['shopping mall', 'barn', 'salt', 'old west', 'checkers']",A,"A: The answer must be a place with other shops. Of the above choices, shopping mall makes the most sense. So the answer is (a).",A
Where would the reception desk be located in a hotel?,"['lobby', 'seated restaurant', 'office park', 'building', 'motel']",A,"A: The answer must be a place where people would go to the hotel for the reception. Of the above choices, the lobby is the most natural place for a reception desk. So the answer is (a).",A
Sarah was not a little girl anymore.  She learned the hard way when buying new clothes.  What size might she have worn?,"['large', 'big', 'see work', 'lot of', 'bog']",A,"A: The answer must be a size of clothes. Of the above choices, only large is a size of clothes. So the answer is (a).",A
"The plant suffered in the shade, where did it need to be planted instead?","['brightness', 'sunny delight', 'direct sunlight', 'bright light', 'tanning']",C,"A: The answer must be a place where a plant can absorb sunlight. Of the above choices, direct sunlight is the most direct answer. So the answer is (c).",C
Where would using a boat require navigation skills?,"['boattail', 'river', 'indiana', 'garage', 'ocean']",E,"A: The answer must be a place where a boat would be used and where navigation skills would be require. Of the above choices, the ocean is the most place where navigation skills are most require. So the answer is (e).",E
Janet likes dancing.   The swaying and the music gives her a feeling of what?,"['rhythmic movement', 'moving body', 'euphoria', 'sore feet', 'fatigue']",C,"A: The answer should be a feeling that dancing gives someone. Of the above choices, euphoria is a feeling of feeling of euphoria. So the answer is (c).",C
What kind of structure are in if there is a large chandelier in the foyer?,"['from the ceiling', 'building', 'apartment', 'mansion', 'spacious house']",D,"A: The answer must be a place where a large chandelier is placed. Of the above choices, mansion and spacious house are the most spacious and are most where you'd place a large chandelier. So the answer is (d).",D
"James wanted a hot tub just like the one at the spa he visited, but he didn't want anyone to know about it.  He was afraid that if the neighbors knew, they'd all want to use it, and it would turn his house into what?","['country club', 'health centre', 'hospital', 'backyard', 'resort']",A,"A: The answer should be a place where people go to use a lot of services and be with other people. Of the above choices, country club makes the most sense. So the answer is (a).",A
